time,x,y,z,qx,qy,qz,qw,type
36.6,35.23,5.7,0.0,0.0,0.0,0.130603,0.991435,T
36.7,35.31,5.72,0.0,0.0,0.0,0.132168,0.991227,T
36.8,35.38,5.74,0.0,0.0,0.0,0.134688,0.990888,T
36.9,35.46,5.76,0.0,0.0,0.0,0.136864,0.99059,T
37.0,35.54,5.78,0.0,0.0,0.0,0.138293,0.990391,T
37.1,35.61,5.8,0.0,0.0,0.0,0.14047,0.990085,T
37.2,35.69,5.83,0.0,0.0,0.0,0.142846,0.989745,T
37.3,35.77,5.85,0.0,0.0,0.0,0.144075,0.989567,T
37.4,35.84,5.87,0.0,0.0,0.0,0.146587,0.989198,T
37.5,35.92,5.9,0.0,0.0,0.0,0.148623,0.988894,T
37.6,36.0,5.92,0.0,0.0,0.0,0.150186,0.988658,T
37.7,36.07,5.94,0.0,0.0,0.0,0.15284,0.988251,T
37.8,36.15,5.97,0.0,0.0,0.0,0.154252,0.988032,T
37.9,36.23,5.99,0.0,0.0,0.0,0.155965,0.987763,T
38.0,36.3,6.02,0.0,0.0,0.0,0.158466,0.987364,T
38.1,36.37,6.04,0.0,0.0,0.0,0.160651,0.987011,T
38.2,36.45,6.07,0.0,0.0,0.0,0.162054,0.986782,T
38.3,36.53,6.1,0.0,0.0,0.0,0.164239,0.986421,T
38.4,36.6,6.12,0.0,0.0,0.0,0.166426,0.986054,T
38.5,36.68,6.15,0.0,0.0,0.0,0.167823,0.985817,T
38.6,36.75,6.17,0.0,0.0,0.0,0.170474,0.985362,T
38.7,36.83,6.2,0.0,0.0,0.0,0.172031,0.985092,T
38.8,36.9,6.23,0.0,0.0,0.0,0.174218,0.984707,T
38.9,36.98,6.26,0.0,0.0,0.0,0.175775,0.98443,T
39.0,37.05,6.28,0.0,0.0,0.0,0.178252,0.983985,T
39.1,37.13,6.31,0.0,0.0,0.0,0.17998,0.98367,T
39.2,37.2,6.34,0.0,0.0,0.0,0.181993,0.9833,T
39.3,37.28,6.37,0.0,0.0,0.0,0.183723,0.982978,T
39.4,37.35,6.4,0.0,0.0,0.0,0.18619,0.982514,T
39.5,37.43,6.43,0.0,0.0,0.0,0.187922,0.982184,T
39.6,37.5,6.46,0.0,0.0,0.0,0.189928,0.981798,T
39.7,37.58,6.49,0.0,0.0,0.0,0.191661,0.981461,T
39.8,37.65,6.52,0.0,0.0,0.0,0.193664,0.981068,T
39.9,37.72,6.55,0.0,0.0,0.0,0.195664,0.980671,T
40.0,37.8,6.58,0.0,0.0,0.0,0.19785,0.980232,T
40.1,37.87,6.61,0.0,0.0,0.0,0.199586,0.97988,T
